Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 2, 120753, 0, 286, 8375
0, 3, 120884, 0, 286, 8375
0, 4, 121579, 0, 286, 8375
0, 5, 121292, 0, 286, 8375
0, 6, 121110, 0, 286, 8375
0, 7, 121293, 0, 286, 8375
0, 8, 121680, 0, 286, 8375
0, 9, 121401, 0, 286, 8375
0, 10, 120999, 0, 286, 8375
0, 11, 120764, 0, 286, 8375
0, 12, 121328, 0, 286, 8375
0, 13, 121115, 0, 286, 8375
0, 14, 120602, 0, 286, 8375
0, 15, 120529, 0, 286, 8375
0, 16, 120905, 0, 286, 8375
0, 17, 121461, 0, 286, 8375
0, 18, 121121, 0, 286, 8375
0, 19, 121259, 0, 286, 8375
0, 20, 121218, 0, 286, 8375
0, 21, 121181, 0, 286, 8375
0, 22, 121260, 0, 286, 8375
0, 23, 121451, 0, 286, 8375
0, 24, 121450, 0, 286, 8375
0, 25, 121019, 0, 286, 8375
0, 26, 120932, 0, 286, 8375
0, 27, 121370, 0, 286, 8375
0, 28, 120914, 0, 286, 8375
0, 29, 120759, 0, 286, 8375
0, 30, 120867, 0, 286, 8375
0, 31, 121239, 0, 286, 8375
0, 32, 121116, 0, 286, 8375
0, 33, 120711, 0, 286, 8375
0, 34, 120505, 0, 286, 8375
0, 35, 121034, 0, 286, 8375
0, 36, 121101, 0, 286, 8375
0, 37, 120842, 0, 286, 8375
0, 38, 120749, 0, 286, 8375
0, 39, 121224, 0, 286, 8375
0, 40, 121457, 0, 286, 8375
0, 41, 121251, 0, 286, 8375
0, 42, 121137, 0, 286, 8375
0, 43, 121524, 0, 286, 8375
0, 44, 121470, 0, 286, 8375
0, 45, 120908, 0, 286, 8375
0, 46, 121467, 0, 286, 8375
0, 47, 120768, 0, 286, 8375
0, 48, 120893, 0, 286, 8375
0, 49, 120647, 0, 286, 8375
0, 50, 121697, 0, 286, 8375
0, 51, 120683, 0, 286, 8375
0, 52, 120778, 0, 286, 8375
0, 53, 120898, 0, 286, 8375
0, 54, 121269, 0, 286, 8375
0, 55, 121626, 0, 286, 8375
0, 56, 120808, 0, 286, 8375
0, 57, 121054, 0, 286, 8375
0, 58, 121709, 0, 286, 8375
0, 59, 121438, 0, 286, 8375
0, 60, 121275, 0, 286, 8375
0, 0, 0, 121049
6000, 1, 127932, 0, 310, 8351
0, 2, 132020, 0, 310, 8351
0, 3, 132223, 0, 310, 8351
0, 4, 132291, 0, 310, 8351
0, 5, 131902, 0, 310, 8351
0, 6, 132374, 0, 310, 8351
0, 7, 132306, 0, 310, 8351
0, 8, 132404, 0, 310, 8351
0, 9, 132760, 0, 310, 8351
0, 10, 131830, 0, 310, 8351
0, 11, 132245, 0, 310, 8351
0, 12, 132524, 0, 310, 8351
0, 13, 132325, 0, 310, 8351
0, 14, 132502, 0, 310, 8351
0, 15, 132448, 0, 310, 8351
0, 16, 132464, 0, 310, 8351
0, 17, 132155, 0, 310, 8351
0, 18, 132206, 0, 310, 8351
0, 19, 132099, 0, 310, 8351
0, 20, 132554, 0, 310, 8351
0, 21, 132100, 0, 310, 8351
0, 22, 132934, 0, 310, 8351
0, 23, 132948, 0, 310, 8351
0, 24, 132828, 0, 310, 8351
0, 25, 133009, 0, 310, 8351
0, 26, 132774, 0, 310, 8351
0, 27, 132329, 0, 310, 8351
